,Date,Close
0,1999-05-05,69.125
1,1999-05-06,67.9375
2,1999-05-07,74.125
3,1999-05-10,70.6875
4,1999-05-11,70.625
5,1999-05-12,73.5
6,1999-05-13,73.1875
7,1999-05-14,70.1875
8,1999-05-17,68.625
9,1999-05-18,68.625
10,1999-05-19,69.3125
11,1999-05-20,68.375
12,1999-05-21,67.5
13,1999-05-24,65.3125
14,1999-05-25,64.5
15,1999-05-26,66.0625
16,1999-05-27,67.75
17,1999-05-28,67.9375
18,1999-06-01,64.1875
19,1999-06-02,63.25
20,1999-06-03,63.625
21,1999-06-04,65.375
22,1999-06-07,65.9375
23,1999-06-08,63.75
24,1999-06-09,65.5
25,1999-06-10,63.375
26,1999-06-11,63.25
27,1999-06-14,61.25
28,1999-06-15,62.75
29,1999-06-16,65.25
30,1999-06-17,65.0
31,1999-06-18,64.8125
32,1999-06-21,69.5
33,1999-06-22,68.0
34,1999-06-23,65.0
35,1999-06-24,65.0625
36,1999-06-25,66.25
37,1999-06-28,66.5625
38,1999-06-29,67.75
39,1999-06-30,72.25
40,1999-07-01,70.8125
41,1999-07-02,70.9375
42,1999-07-06,70.5
43,1999-07-07,68.0
44,1999-07-08,67.25
45,1999-07-09,67.25
46,1999-07-12,68.375
47,1999-07-13,67.875
48,1999-07-14,67.625
49,1999-07-15,67.9375
50,1999-07-16,68.0625
51,1999-07-19,69.4375
52,1999-07-20,68.125
53,1999-07-21,67.875
54,1999-07-22,66.5
55,1999-07-23,64.0625
56,1999-07-26,63.25
57,1999-07-27,65.5
58,1999-07-28,66.0625
59,1999-07-29,65.0
60,1999-07-30,64.3125
61,1999-08-02,62.8125
62,1999-08-03,60.8125
63,1999-08-04,60.0
64,1999-08-05,59.25
65,1999-08-06,56.25
66,1999-08-09,55.8125
67,1999-08-10,57.0
68,1999-08-11,61.5
69,1999-08-12,60.6875
70,1999-08-13,63.125
71,1999-08-16,62.875
72,1999-08-17,63.0
73,1999-08-18,62.3125
74,1999-08-19,61.5625
75,1999-08-20,62.3125
76,1999-08-23,63.625
77,1999-08-24,63.4375
78,1999-08-25,64.0
79,1999-08-26,62.75
80,1999-08-27,61.5625
81,1999-08-30,59.3125
82,1999-08-31,59.8125
83,1999-09-01,60.3125
84,1999-09-02,59.25
85,1999-09-03,63.125
86,1999-09-07,62.5
87,1999-09-08,62.5625
88,1999-09-09,61.75
89,1999-09-10,63.09375
90,1999-09-13,62.125
91,1999-09-14,59.375
92,1999-09-15,58.3125
93,1999-09-16,57.6875
94,1999-09-17,60.0625
95,1999-09-20,60.75
96,1999-09-21,59.125
97,1999-09-22,61.3125
98,1999-09-23,60.8125
99,1999-09-24,61.9375
100,1999-09-27,61.5625
101,1999-09-28,62.25
102,1999-09-29,61.4375
103,1999-09-30,61.0
104,1999-10-01,59.1875
105,1999-10-04,61.6875
106,1999-10-05,62.25
107,1999-10-06,64.0
108,1999-10-07,63.1875
109,1999-10-08,63.9375
110,1999-10-11,63.6875
111,1999-10-12,62.9375
112,1999-10-13,61.0
113,1999-10-14,62.0
114,1999-10-15,59.75
115,1999-10-18,59.25
116,1999-10-19,60.375
117,1999-10-20,61.75
118,1999-10-21,61.8125
119,1999-10-22,65.5
120,1999-10-25,64.0
121,1999-10-26,61.8125
122,1999-10-27,64.375
123,1999-10-28,72.0
124,1999-10-29,71.0
125,1999-11-01,69.375
126,1999-11-02,69.75
127,1999-11-03,68.75
128,1999-11-04,70.125
129,1999-11-05,73.6875
130,1999-11-08,73.0
131,1999-11-09,71.875
132,1999-11-10,71.9375
133,1999-11-11,73.3125
134,1999-11-12,79.75
135,1999-11-15,78.0
136,1999-11-16,82.8125
137,1999-11-17,79.5625
138,1999-11-18,80.1875
139,1999-11-19,79.9375
140,1999-11-22,79.6875
141,1999-11-23,77.75
142,1999-11-24,77.125
143,1999-11-26,77.3125
144,1999-11-29,74.5
145,1999-11-30,75.125
146,1999-12-01,76.1875
147,1999-12-02,77.5
148,1999-12-03,79.0625
149,1999-12-06,77.0
150,1999-12-07,80.9375
151,1999-12-08,80.0
152,1999-12-09,80.0
153,1999-12-10,82.0
154,1999-12-13,82.0625
155,1999-12-14,78.75
156,1999-12-15,79.4375
157,1999-12-16,78.5625
158,1999-12-17,80.1875
159,1999-12-20,81.875
160,1999-12-21,80.9375
161,1999-12-22,79.6875
162,1999-12-23,81.0
163,1999-12-27,82.0625
164,1999-12-28,85.0
165,1999-12-29,88.0
166,1999-12-30,92.1875
167,1999-12-31,94.1875
168,2000-01-03,88.3125
169,2000-01-04,82.75
170,2000-01-05,78.875
171,2000-01-06,82.25
172,2000-01-07,82.5625
173,2000-01-10,84.375
174,2000-01-11,84.8125
175,2000-01-12,84.375
176,2000-01-13,84.5
177,2000-01-14,85.625
178,2000-01-18,86.875
179,2000-01-19,87.5625
180,2000-01-20,85.9375
181,2000-01-21,85.6875
182,2000-01-24,81.75
183,2000-01-25,83.875
184,2000-01-26,88.25
185,2000-01-27,89.0
186,2000-01-28,87.0
187,2000-01-31,91.625
188,2000-02-01,91.25
189,2000-02-02,91.125
190,2000-02-03,85.375
191,2000-02-04,84.6875
192,2000-02-07,85.75
193,2000-02-08,89.4375
194,2000-02-09,86.75
195,2000-02-10,86.625
196,2000-02-11,85.125
197,2000-02-14,86.5
198,2000-02-15,86.5
199,2000-02-16,82.9375
200,2000-02-17,82.125
201,2000-02-18,80.8125
202,2000-02-22,81.5625
203,2000-02-23,85.75
204,2000-02-24,89.625
205,2000-02-25,89.25
206,2000-02-28,88.0
207,2000-02-29,92.5
208,2000-03-01,94.75
209,2000-03-02,96.25
210,2000-03-03,102.5
211,2000-03-06,103.6875
212,2000-03-07,104.875
213,2000-03-08,101.75
214,2000-03-09,107.1875
215,2000-03-10,112.25
216,2000-03-13,110.375
217,2000-03-14,104.75
218,2000-03-15,103.5625
219,2000-03-16,103.3125
220,2000-03-17,116.5
221,2000-03-20,113.4375
222,2000-03-21,118.25
223,2000-03-22,117.15625
224,2000-03-23,119.0
225,2000-03-24,121.3125
226,2000-03-27,112.0
227,2000-03-28,113.25
228,2000-03-29,114.1875
229,2000-03-30,106.875
230,2000-03-31,105.25
231,2000-04-03,105.5
232,2000-04-04,98.25
233,2000-04-05,97.4375
234,2000-04-06,106.0
235,2000-04-07,102.5
236,2000-04-10,107.0625
237,2000-04-11,104.8125
238,2000-04-12,96.5625
239,2000-04-13,95.25
240,2000-04-14,82.75
241,2000-04-17,87.5
242,2000-04-18,93.75
243,2000-04-19,92.0625
244,2000-04-20,88.8125
245,2000-04-24,86.875
246,2000-04-25,97.0625
247,2000-04-26,94.5
248,2000-04-27,95.1875
249,2000-04-28,93.25
250,2000-05-01,97.0
251,2000-05-02,93.0
252,2000-05-03,91.125
253,2000-05-04,90.1875
254,2000-05-05,89.875
255,2000-05-08,87.3125
256,2000-05-09,85.625
257,2000-05-10,81.4375
258,2000-05-11,80.875
259,2000-05-12,83.78125
260,2000-05-15,87.0625
261,2000-05-16,85.5
262,2000-05-17,84.6875
263,2000-05-18,85.25
264,2000-05-19,84.5625
265,2000-05-22,82.0
266,2000-05-23,82.8125
267,2000-05-24,80.0
268,2000-05-25,73.0
269,2000-05-26,69.8125
270,2000-05-30,72.0
271,2000-05-31,73.5625
272,2000-06-01,76.375
